Materials;;;;;;;;;;;;Characteristics for methodes;Deposition methods;;;Powder bed fusion;;;;;Printing methods;;;Sheet lamination;;Stereolithography;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Ballistic particle (obsolete);Laser powder forming (LENS);Material extrusion (FDM);Electron beam melting (EBM);Selective laser melting;Selective laser sintering. metals and ceramics (DMLS);Selective laser sintering. polymers (SLS);Solid ground curing (obsolete);Binder jetting;Ceramic  mold prototyping for metals casting;Material jetting (polyjet);Laminated object manufecture;Ultrasonic consolidation;Mask projection stereolithography;Stereolithography (SLA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 718 solution treated and aged;;;;;;;;;;;;;;+;;;;;;;;;;;;;;218;240;132;155;15.7;17.3;9.69;11.3;235;259;+;35.9;39.6;2.82;3.12;44.7;49.4;136.6013;141.0024;+;-;not inf;;;not inf;-;-;13.5;16.6;110000;137000;8180;8260;198;208;198;198;;INCONEL 718 solution treated and aged;259.0013;297.20185;299.4024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 718 solution treated and aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 718 solution treated and aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL 754 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;253;279;147;174;15.9;17.5;9.52;11.2;268;296;+;40.2;44.5;3.16;3.5;44.7;49.4;157.8784;163.157;+;-;not inf;;;not inf;-;-;17.3;21.1;142000;177000;8220;8380;149;203;167;167;;INCONEL 754 annealed;280.2784;318.9177;321.557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 754 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL 754 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL X-750 annealed&aged;;;;;;;;;;;;;;+;;;;;;;;;;;;;;250;276;146;171;16.1;17.8;9.64;11.3;251;277;+;39.8;44;3.13;3.46;44.7;49.4;156.0406;161.392;+;-;not inf;;;not inf;-;-;16.5;20.4;136000;169000;8210;8290;211;222;210;221;;INCONEL X-750 annealed&aged;278.4406;317.1163;319.792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL X-750 annealed&aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL X-750 annealed&aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INCONEL X-750 equalized&aged;;;;;;;;;;;;;;+;;;;;;;;;;;;;;250;276;146;171;16.1;17.8;9.64;11.3;251;277;+;39.8;44;3.13;3.46;44.7;49.4;156.0406;161.392;+;-;not inf;;;not inf;-;-;16.5;20.4;136000;169000;8210;8290;211;222;210;221;;INCONEL X-750 equalized&aged;278.4406;317.1163;319.792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL X-750 equalized&aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INCONEL X-750 equalized&aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4130 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;47.9;53;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.677;0.895;5280;7070;7800;7900;201;216;212;212;;low alloy steel AISI 4130 annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4130 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4130 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4135 normalized;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;46.7;51.7;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7050;7790;7870;200;210;200;211;;low alloy steel AISI 4135 normalized;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4135 normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4135 normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4135. air melted. quenched&tempered;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;46.7;51.7;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7050;7790;7870;200;210;200;211;;low alloy steel AISI 4135. air melted. quenched&tempered;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4135. air melted. quenched&tempered;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4135. air melted. quenched&tempered;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4140. annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;48.3;53.4;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7070;7800;7900;208;216;212;212;;low alloy steel AISI 4140. annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4140. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4140. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4140. normalized;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;48.3;53.4;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7070;7800;7900;208;216;212;212;;low alloy steel AISI 4140. normalized;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4140. normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4140. normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4150. annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;48.3;53.4;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7070;7800;7900;201;212;;;;low alloy steel AISI 4150. annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4150. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4150. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4150. normalized;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;48.3;53.4;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.678;0.895;5280;7070;7800;7900;201;212;;;;low alloy steel AISI 4150. normalized;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4150. normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4150. normalized;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4320. annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;49.4;54.5;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.895;1.18;6980;9290;7800;7900;201;212;;;;low alloy steel AISI 4320. annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4320. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4320. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4330V quenched&tempered;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;52.3;57.9;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.929;1.22;7240;9630;7790;7870;200;210;200;211;;low alloy steel AISI 4330V quenched&tempered;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4330V quenched&tempered;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4330V quenched&tempered;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 4620;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;47.3;52.3;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.895;1.17;6980;9210;7800;7900;201;212;;;;low alloy steel AISI 4620;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 4620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 5140 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;47.3;51.9;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.655;0.861;5110;6800;7800;7900;209;217;200;211;;low alloy steel AISI 5140 annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 5140 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 5140 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low alloy steel AISI 8630 annealed;;;;;;;;;;;;;;+;;;;;;;;;;;;;;28.9;31.8;17.5;20.5;2.16;2.38;1.33;1.55;47.4;52.3;+;7.72;8.53;0.607;0.671;49.4;54.6;18.43708;19.09458;+;-;not inf;;;not inf;+;-;0.741;0.972;5780;7680;7800;7900;201;212;;;;low alloy steel AISI 8630 annealed;140.83708;259.96583;260.29458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 8630 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;low alloy steel AISI 8630 annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt-base-superalloy HAYNES STELLITE 6B;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1390;1530;979;1120;33;36.4;24;27.4;477;527;+;147;162;11.5;12.7;27.6;30.5;1046.932;1112.76;+;-;not inf;;;not inf;+;-;21.4;29;177000;245000;8300;8450;210;235;;;;Cobalt-base-superalloy HAYNES STELLITE 6B;1169.332;1205.846;1242.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 6B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 6B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt-base-superalloy HAYNES STELLITE 6K;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1380;1520;972;1110;32.8;36.2;23.8;27.2;474;524;+;146;161;11.5;12.7;27.6;30.5;1039.416;1105.505;+;-;not inf;;;not inf;+;-;21.3;28.8;177000;244000;8300;8450;210;235;;;;Cobalt-base-superalloy HAYNES STELLITE 6K;1161.816;1198.4605;1235.105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 6K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 6K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt-base-superalloy HAYNES STELLITE 31;;;;;;;;;;;;;;+;;;;;;;;;;;;;;1280;1410;902;1030;32;35.2;23.82;26.5;435;480;+;138;152;10.8;12;27.6;30.5;964.808;1026.31;+;-;not inf;;;not inf;+;-;21.7;29.8;185000;259000;8300;8700;220;230;;;;Cobalt-base-superalloy HAYNES STELLITE 31;1087.208;1121.559;1155.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cobalt-base-superalloy HAYNES STELLITE 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanium. alpha-beta alloy. Ti-6Al-4V ELI. annealed;;;;;;;;;;;;;;;;+;;;;;;;;;;;;655;723;517;585;38.5;42.4;30.8;34.7;435;480;+;82.8;91.6;6.51;7.2;21.8;24.1;530.2604;570.8326;+;-;not inf;;;not inf;+;-;19.4;23.8;86100;106000;4410;4450;110;117;111;111;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. annealed;;;;;;;559.0604;647.7465;736.4326;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanium. alpha-beta alloy. Ti-6Al-4V ELI. aged;;;;;;;;;;;;;;;;+;;;;;;;;;;;;656;723;283;351;38.5;42.5;17.7;21.7;187;207;+;82.8;91.6;6.52;7.2;58.9;65.1;318.3852;311.9586;+;-;not inf;;;not inf;+;-;19.5;23.8;86100;106000;4420;4430;111;119;110;117;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. aged;;;;;;;347.1852;412.3719;477.5586;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V ELI. aged;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanium. alpha-beta alloy. Ti-6Al-4V. annealed;;;;;;;;;;;;;;;;+;;;;;;;;;;;;656;723;283;351;38.5;42.5;17.7;21.7;187;207;+;82.8;91.6;6.52;7.2;58.9;65.1;318.3852;311.9586;+;-;not inf;;;not inf;+;-;19.5;23.8;86100;106000;4410;4450;110;119;111;111;;Titanium. alpha-beta alloy. Ti-6Al-4V. annealed;;;;;;;347.1852;412.3719;477.5586;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V. annealed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanium. alpha-beta alloy. Ti-6Al-4V. cast;;;;;;;;;;;;;;;;+;;;;;;;;;;;;656;723;283;351;38.5;42.4;17.7;21.7;188;208;+;82.8;91.6;6.51;7.2;58.9;65.1;318.3852;311.9586;+;-;not inf;;;not inf;+;-;19.5;23.8;86100;106000;4430;4430;113;115;;;;Titanium. alpha-beta alloy. Ti-6Al-4V. cast;;;;;;;347.1852;412.3719;477.5586;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. alpha-beta alloy. Ti-6Al-4V. cast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titanium. commercial purity. grade 2;;;;;;;;;;;;;;;;+;;;;;;;;;;;;559;616;243;301;31.5;34.9;14.8;18.1;104;115;+;73.4;81.1;5.77;6.38;58.9;65.1;272.9816;267.7801;+;-;not inf;;;not inf;+;-;12.3;15.8;55300;71200;4510;4520;100;105;;;;Titanium. commercial purity. grade 2;;;;;;;301.7816;367.58085;433.3801;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. commercial purity. grade 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Titanium. commercial purity. grade 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. 17-4PH. cast. H1000;;;;;;;;;;;;;;;;;;+;;;;;;;;;;63.3;69.6;41.5;48;5.45;6.01;3.47;4.04;130;144;+;14;15.5;1.1;1.22;49.4;54.6;38.9458;40.0614;+;-;not inf;;;not inf;+;-;4.97;5.49;38700;43200;7790;7870;197;207;;;;Stainless steel. martensitic. 17-4PH. cast. H1000;;;;;;;;;;;;;136.1458;197.9036;259.6614;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. 17-4PH. cast. H1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. 17-4PH. cast. H1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. 15-5PH. cast. H935;;;;;;;;;;;;;;;;;;+;;;;;;;;;;62.5;68.9;41.1;47.7;5.41;5.97;3.46;4.02;123;136;+;13.9;15.3;1.09;1.21;49.4;54.6;38.4916;39.6344;+;-;not inf;;;not inf;+;-;4.99;5.52;38700;43300;7770;7840;197;207;197;207;;Stainless steel. martensitic. 15-5PH. cast. H935;;;;;;;;;;;;;135.6916;197.463;259.2344;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. 15-5PH. cast. H935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. 15-5PH. cast. H935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 480°C;pas de difference;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;not inf;;;not inf;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 480°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 480°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 480°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 495°C;;;;;;;;;;;;;;;;;;+;;;;;;;;;;60.5;66.7;37.7;43.9;5.28;5.82;3.2;3.75;124;137;+;13.6;15;1.07;1.18;49.4;54.6;37.3314;38.4718;+;-;not inf;;;not inf;+;-;4.94;5.45;38100;42500;7700;7800;190;200;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 495°C;;;;;;;;;;;;;134.5314;196.3016;258.0718;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 495°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stainless steel. martensitic. ASTM CB-7Cu. cast. aged at 495°C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
